Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/6/2024 8:45:25 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
13244,6+440.01,10.787m,"1,282.033m",
13245,6+439.96,12.902m,"1,281.955m",
13246,6+439.82,14.539m,"1,281.853m",
13247,6+440.00,14.980m,"1,281.826m",
13248,6+419.99,-14.934m,"1,284.737m",
13249,6+420.00,-13.608m,"1,284.577m",
13250,6+419.99,-12.643m,"1,284.409m",
13251,6+419.99,-12.010m,"1,284.386m",
13252,6+420.06,-10.566m,"1,284.383m",
13253,6+419.99,-8.905m,"1,284.361m",
13254,6+420.02,-6.978m,"1,284.373m",
13255,6+419.98,-6.494m,"1,284.472m",
13256,6+419.98,-5.921m,"1,284.447m",
13257,6+419.88,-4.982m,"1,284.299m",
13258,6+419.87,-2.570m,"1,284.352m",
13259,6+419.95,-1.066m,"1,284.161m",
13260,6+420.06,0.013m,"1,284.082m",
13261,6+420.00,2.427m,"1,284.002m",
13262,6+419.97,4.990m,"1,283.868m",
13263,6+419.97,8.095m,"1,283.621m",
13264,6+419.99,11.440m,"1,283.397m",
13265,6+420.03,13.548m,"1,283.282m",
13266,6+419.92,15.000m,"1,283.265m",
13267,6+379.99,-15.124m,"1,286.740m",
13268,6+379.93,-12.395m,"1,286.654m",
13269,6+380.09,-10.114m,"1,286.489m",
13270,6+380.08,-7.436m,"1,286.374m",
13271,6+380.09,-4.174m,"1,286.256m",
13272,6+379.99,-1.297m,"1,286.246m",
13273,6+380.09,-0.085m,"1,286.267m",
13274,6+380.09,1.765m,"1,286.260m",
13275,6+380.09,4.735m,"1,286.183m",
13276,6+380.08,6.683m,"1,286.107m",
13277,6+380.05,8.973m,"1,286.015m",
13278,6+380.03,10.629m,"1,285.957m",
13279,6+380.03,12.480m,"1,285.855m",
13280,6+380.04,14.816m,"1,285.672m",
13281,6+339.98,-14.986m,"1,289.420m",
13282,6+340.03,-13.187m,"1,289.549m",
13283,6+340.08,-11.389m,"1,289.346m",
13284,6+340.14,-8.634m,"1,288.940m",
13285,6+340.07,-6.140m,"1,288.810m",
13286,6+340.09,-4.954m,"1,288.905m",
13287,6+339.97,-1.846m,"1,288.775m",
13288,6+340.10,0.025m,"1,288.649m",
13289,6+339.96,1.795m,"1,288.569m",
13290,6+339.89,3.484m,"1,288.418m",
13291,6+339.92,6.432m,"1,288.145m",
13292,6+340.02,8.419m,"1,287.992m",
13293,6+339.99,10.297m,"1,287.864m",
13294,6+340.11,11.939m,"1,287.760m",
13295,6+340.06,13.282m,"1,287.909m",
13296,6+340.07,15.044m,"1,287.615m",
13297,6+299.92,-14.866m,"1,290.831m",
13298,6+300.01,-12.150m,"1,290.768m",
13299,6+300.05,-9.930m,"1,290.524m",
13300,6+299.94,-7.397m,"1,290.283m",
13301,6+300.11,-5.489m,"1,290.356m",
13302,6+300.19,-3.808m,"1,290.253m",
13303,6+300.14,-1.660m,"1,290.064m",
13304,6+300.00,0.032m,"1,289.955m",
13305,6+299.79,2.915m,"1,289.807m",
13306,6+299.93,6.471m,"1,289.637m",
13307,6+300.08,8.724m,"1,289.485m",
13308,6+300.07,10.985m,"1,289.490m",
13309,6+300.02,13.056m,"1,289.192m",
13310,6+299.93,15.090m,"1,289.167m",
13311,6+260.00,-14.830m,"1,291.656m",
13312,6+260.04,-13.261m,"1,291.774m",
13313,6+260.20,-10.779m,"1,291.609m",
13314,6+260.35,-7.722m,"1,291.406m",
13315,6+260.02,-6.633m,"1,291.276m",
13316,6+260.01,-4.449m,"1,291.320m",
13317,6+259.98,-2.072m,"1,291.223m",
13318,6+259.84,-0.878m,"1,291.317m",
13319,6+260.00,-0.081m,"1,291.328m",
13320,6+259.99,2.103m,"1,291.384m",
13321,6+260.11,4.549m,"1,291.197m",
13322,6+260.02,5.932m,"1,291.147m",
13323,6+260.02,7.541m,"1,291.048m",
13324,6+260.03,9.150m,"1,290.966m",
13325,6+259.98,11.297m,"1,290.955m",
13326,6+260.09,12.863m,"1,290.942m",
13327,6+260.00,14.821m,"1,290.896m",
13328,6+220.00,-14.943m,"1,293.798m",
13329,6+219.98,-13.065m,"1,293.797m",
13330,6+220.11,-11.271m,"1,293.943m",
13331,6+220.05,-8.548m,"1,293.598m",
13332,6+220.14,-5.986m,"1,293.446m",
13333,6+220.02,-3.605m,"1,293.529m",
13334,6+220.09,-1.425m,"1,293.613m",
13335,6+220.05,-0.005m,"1,293.582m",
13336,6+220.02,1.873m,"1,293.571m",
13337,6+220.06,4.170m,"1,293.607m",
13338,6+219.97,5.553m,"1,293.588m",
13339,6+220.05,7.158m,"1,293.605m",
13340,6+220.13,8.763m,"1,293.599m",
13341,6+220.06,10.528m,"1,293.598m",
13342,6+219.92,13.178m,"1,293.520m",
13343,6+220.04,14.744m,"1,293.407m",
13344,6+180.16,-14.607m,"1,296.602m",
13345,6+180.04,-12.456m,"1,296.662m",
13346,6+180.20,-9.974m,"1,296.594m",
13347,6+180.02,-8.088m,"1,296.740m",
13348,6+180.01,-6.861m,"1,296.569m",
13349,6+179.67,-4.317m,"1,296.697m",
13350,6+179.94,-2.032m,"1,296.777m",
13351,6+179.88,-0.036m,"1,296.776m",
13352,6+180.17,1.903m,"1,296.836m",
13353,6+180.03,3.749m,"1,296.909m",
13354,6+180.14,5.314m,"1,296.911m",
13355,6+180.03,7.771m,"1,296.980m",
13356,6+180.12,10.333m,"1,297.033m",
13357,6+180.15,12.553m,"1,297.138m",
13358,6+180.20,13.471m,"1,297.137m",
13359,6+180.29,14.653m,"1,297.162m",
13360,6+140.07,-15.022m,"1,300.397m",
13361,6+140.03,-12.875m,"1,300.487m",
13362,6+139.94,-10.688m,"1,300.594m",
13363,6+139.91,-9.038m,"1,300.739m",
13364,6+139.94,-8.351m,"1,300.821m",
13365,6+140.00,-7.855m,"1,300.697m",
13366,6+140.03,-4.984m,"1,300.791m",
13367,6+140.05,-4.525m,"1,300.864m",
13368,6+140.07,-3.263m,"1,300.940m",
13369,6+139.93,-0.688m,"1,301.140m",
13370,6+140.05,0.072m,"1,301.152m",
13371,6+139.98,1.837m,"1,301.253m",
13372,6+139.96,4.597m,"1,301.475m",
13373,6+140.04,8.538m,"1,301.722m",
13374,6+140.04,11.756m,"1,301.937m",
13375,6+139.99,13.751m,"1,302.042m",
13376,6+140.01,15.014m,"1,302.135m",
13377,6+100.03,-14.993m,"1,305.069m",
13378,6+100.10,-12.812m,"1,305.475m",
13379,6+100.08,-10.858m,"1,305.700m",
13380,6+100.09,-8.215m,"1,305.980m",
13381,6+100.14,-5.038m,"1,306.185m",
13382,6+100.20,-2.858m,"1,306.365m",
13383,6+100.06,-1.970m,"1,306.585m",
13384,6+100.11,-0.019m,"1,306.863m",
13385,6+099.92,2.290m,"1,307.145m",
13386,6+099.94,4.204m,"1,307.377m",
13387,6+099.87,6.046m,"1,307.566m",
13388,6+100.03,9.179m,"1,307.886m",
13389,6+100.17,11.356m,"1,308.000m",
13390,6+100.08,13.391m,"1,308.109m",
13391,6+099.99,14.774m,"1,308.176m",
13392,6+060.12,-14.880m,"1,310.864m",
13393,6+060.28,-12.475m,"1,311.235m",
13394,6+060.05,-9.974m,"1,311.751m",
13395,6+060.11,-7.219m,"1,312.273m",
13396,6+060.01,-5.413m,"1,312.862m",
13397,6+060.00,-4.838m,"1,313.076m",
13398,6+060.05,-4.496m,"1,313.061m",
13399,6+060.02,-0.510m,"1,313.296m",
13400,6+060.08,-0.015m,"1,313.604m",
13401,6+060.09,2.551m,"1,313.719m",
13402,6+060.08,4.735m,"1,313.871m",
13403,6+059.99,6.846m,"1,313.924m",
13404,6+060.04,8.491m,"1,313.931m",
13405,6+059.93,10.297m,"1,313.834m",
13406,6+060.05,12.590m,"1,313.819m",
13407,6+060.08,14.159m,"1,313.746m",
13408,6+060.08,14.887m,"1,313.707m",
13409,6+020.05,-14.837m,"1,315.306m",
13410,6+019.96,-12.879m,"1,315.542m",
13411,6+019.93,-11.077m,"1,315.689m",
13412,6+020.00,-8.821m,"1,315.855m",
13413,6+020.12,-7.102m,"1,315.961m",
13414,6+020.02,-6.025m,"1,316.123m",
13415,6+020.08,-5.683m,"1,316.184m",
13416,6+020.02,-5.220m,"1,316.129m",
13417,6+019.95,-4.413m,"1,316.136m",
13418,6+019.99,-2.239m,"1,316.096m",
13419,6+019.94,0.108m,"1,316.337m",
13420,6+019.99,1.178m,"1,316.261m",
13421,6+019.82,2.336m,"1,316.269m",
13422,6+019.72,4.141m,"1,316.242m",
13423,6+019.89,6.049m,"1,316.243m",
13424,6+020.07,8.989m,"1,316.145m",
13425,6+020.04,10.715m,"1,316.102m",
13426,6+020.04,12.400m,"1,316.044m",
13427,6+019.93,14.857m,"1,315.964m",
13428,6+019.93,-0.283m,"1,316.280m",
13429,5+980.11,-14.885m,"1,319.000m",
13430,5+980.03,-12.591m,"1,318.895m",
13431,5+980.01,-9.187m,"1,318.694m",
13432,5+980.01,-6.711m,"1,319.093m",
13433,5+980.06,-4.548m,"1,319.222m",
13434,5+980.04,-2.319m,"1,319.405m",
13435,5+980.17,-0.903m,"1,319.754m",
13436,5+979.97,0.097m,"1,319.779m",
13437,5+980.28,2.619m,"1,319.891m",
13438,5+979.83,4.683m,"1,320.028m",
13439,5+980.04,6.529m,"1,320.092m",
13440,5+980.04,9.128m,"1,320.091m",
13441,5+980.20,11.161m,"1,320.058m",
13442,5+980.00,13.337m,"1,320.109m",
13443,5+979.94,14.578m,"1,320.088m",
13444,5+980.09,15.189m,"1,320.069m",
13445,5+939.88,-14.968m,"1,322.488m",
13446,5+939.99,-12.864m,"1,322.516m",
13447,5+939.97,-10.693m,"1,322.552m",
13448,5+940.01,-9.398m,"1,322.624m",
13449,5+940.01,-8.645m,"1,322.658m",
13450,5+940.06,-8.196m,"1,322.555m",
13451,5+940.04,-4.999m,"1,322.599m",
13452,5+939.94,-4.633m,"1,322.640m",
13453,5+939.88,-3.424m,"1,322.615m",
13454,5+940.06,-0.841m,"1,322.432m",
13455,5+939.99,0.067m,"1,322.389m",
13456,5+939.89,3.599m,"1,322.456m",
13457,5+940.10,6.030m,"1,322.554m",
13458,5+939.94,7.665m,"1,322.727m",
13459,5+939.96,9.985m,"1,322.816m",
13460,5+939.95,11.704m,"1,322.861m",
13461,5+940.04,13.568m,"1,322.905m",
13462,5+940.02,14.986m,"1,322.957m",
13463,5+900.17,-14.142m,"1,323.752m",
13464,5+900.06,-12.750m,"1,323.772m",
13465,5+899.91,-11.326m,"1,323.821m",
13466,5+900.02,-9.162m,"1,323.875m",
13467,5+899.93,-7.921m,"1,323.835m",
13468,5+900.06,-7.114m,"1,323.814m",
13469,5+899.98,-5.694m,"1,323.841m",
13470,5+900.04,-4.490m,"1,323.896m",
13471,5+899.99,-4.127m,"1,323.967m",
13472,5+899.93,-2.285m,"1,324.010m",
13473,5+899.95,-0.719m,"1,324.042m",
13474,5+899.93,0.006m,"1,324.065m",
13475,5+899.97,-8.406m,"1,323.869m",
13476,5+900.04,1.025m,"1,324.087m",
13477,5+900.07,3.526m,"1,324.140m",
13478,5+899.88,5.313m,"1,324.184m",
13479,5+899.89,7.211m,"1,324.211m",
13480,5+899.85,9.474m,"1,324.239m",
13481,5+899.91,11.370m,"1,324.253m",
13482,5+899.96,13.598m,"1,324.250m",
13483,5+900.02,14.801m,"1,324.299m",
13484,5+879.95,-14.939m,"1,324.032m",
13485,5+879.97,-13.191m,"1,324.189m",
13486,5+880.04,-11.176m,"1,324.305m",
13487,5+879.96,-9.695m,"1,324.385m",
13488,5+879.86,-8.695m,"1,324.433m",
13489,5+879.92,-8.065m,"1,324.473m",
13490,5+879.95,-7.524m,"1,324.497m",
13491,5+879.92,-6.287m,"1,324.440m",
13492,5+880.07,-5.118m,"1,324.492m",
13493,5+879.88,-3.964m,"1,324.559m",
13494,5+880.08,-2.919m,"1,324.593m",
13495,5+880.16,-1.476m,"1,324.596m",
13496,5+880.07,-0.688m,"1,324.604m",
13497,5+880.05,-0.023m,"1,324.613m",
13498,5+879.98,1.125m,"1,324.647m",
13499,5+879.91,2.666m,"1,324.679m",
13500,5+880.03,3.986m,"1,324.713m",
13501,5+880.31,6.022m,"1,324.742m",
13502,5+880.11,7.448m,"1,324.784m",
13503,5+880.04,9.682m,"1,324.829m",
13504,5+880.16,10.943m,"1,324.853m",
13505,5+880.10,12.151m,"1,324.877m",
13506,5+880.04,13.360m,"1,324.910m",
13507,5+880.02,14.145m,"1,324.925m",
13508,5+880.15,15.013m,"1,324.948m",
13509,5+859.95,-14.949m,"1,322.900m",
13510,5+859.86,-13.266m,"1,323.127m",
13511,5+859.87,-11.395m,"1,323.373m",
13512,5+859.89,-9.831m,"1,323.510m",
13513,5+859.78,-7.935m,"1,323.668m",
13514,5+859.58,-6.084m,"1,323.783m",
13515,5+859.95,-4.455m,"1,324.009m",
13516,5+859.99,-3.484m,"1,324.181m",
13517,5+859.92,-2.204m,"1,324.245m",
13518,5+860.00,0.022m,"1,324.423m",
13519,5+860.06,0.826m,"1,324.492m",
13520,5+860.05,3.101m,"1,324.663m",
13521,5+860.01,4.737m,"1,324.785m",
13522,5+860.05,6.181m,"1,324.909m",
13523,5+860.02,8.242m,"1,325.048m",
13524,5+859.97,9.973m,"1,325.170m",
13525,5+860.02,11.701m,"1,325.315m",
13526,5+859.99,12.791m,"1,325.380m",
13527,5+859.99,14.142m,"1,325.458m",
13528,5+860.01,14.947m,"1,325.510m",
13529,5+839.99,-14.923m,"1,322.587m",
13530,5+840.03,-13.558m,"1,322.567m",
13531,5+839.95,-11.615m,"1,322.767m",
13532,5+840.09,-10.150m,"1,322.748m",
13533,5+839.95,-7.965m,"1,322.895m",
13534,5+840.01,-5.773m,"1,323.082m",
13535,5+839.99,-3.048m,"1,323.443m",
13536,5+839.92,-1.201m,"1,323.577m",
13537,5+839.97,-0.031m,"1,323.657m",
13538,5+840.06,1.190m,"1,323.849m",
13539,5+839.94,2.985m,"1,324.045m",
13540,5+840.08,4.354m,"1,324.243m",
13541,5+840.01,6.006m,"1,324.333m",
13542,5+840.05,7.467m,"1,324.476m",
13543,5+840.03,9.170m,"1,324.707m",
13544,5+839.87,10.624m,"1,324.858m",
13545,5+839.99,12.381m,"1,325.066m",
13546,5+840.14,13.750m,"1,325.220m",
13547,5+839.89,14.810m,"1,325.303m",
13548,5+820.02,-14.860m,"1,322.738m",
13549,5+820.02,-13.883m,"1,322.533m",
13550,5+819.91,-12.721m,"1,322.604m",
13551,5+819.80,-11.560m,"1,322.642m",
13552,5+819.94,-8.565m,"1,322.921m",
13553,5+820.13,-6.054m,"1,322.888m",
13554,5+820.00,-2.744m,"1,323.334m",
13555,5+820.08,-1.026m,"1,323.458m",
13556,5+820.07,0.048m,"1,323.536m",
13557,5+819.89,1.350m,"1,323.598m",
13558,5+819.80,2.758m,"1,323.598m",
13559,5+820.24,5.245m,"1,323.968m",
13560,5+820.03,7.374m,"1,324.061m",
13561,5+819.97,9.469m,"1,324.325m",
13562,5+820.11,10.606m,"1,324.401m",
13563,5+799.89,-14.886m,"1,323.632m",
13564,5+799.94,-13.304m,"1,323.542m",
13565,5+800.04,-11.170m,"1,323.630m",
13566,5+799.76,-8.065m,"1,323.807m",
13567,5+800.14,-6.726m,"1,323.551m",
13568,5+800.06,-5.902m,"1,323.500m",
13569,5+800.20,-4.648m,"1,323.600m",
13570,5+800.03,-3.495m,"1,323.534m",
13571,5+800.05,-1.472m,"1,323.652m",
13572,5+799.97,0.039m,"1,323.723m",
13573,5+799.93,1.855m,"1,323.903m",
13574,5+800.04,3.989m,"1,324.089m",
13575,5+799.94,6.188m,"1,324.230m",
13576,5+800.16,8.584m,"1,324.443m",
13577,5+800.05,11.472m,"1,324.605m",
13578,5+800.00,13.039m,"1,324.797m",
13579,5+799.99,15.006m,"1,324.806m",
13580,5+779.91,-14.856m,"1,324.414m",
13581,5+780.07,-13.079m,"1,324.522m",
13582,5+780.20,-11.856m,"1,324.752m",
13583,5+780.09,-10.885m,"1,325.136m",
13584,5+779.97,-9.170m,"1,324.922m",
13585,5+780.04,-8.559m,"1,324.923m",
13586,5+780.10,-6.555m,"1,324.953m",
13587,5+780.06,-4.476m,"1,324.992m",
13588,5+780.03,-3.885m,"1,325.133m",
13589,5+780.03,-2.493m,"1,324.953m",
13590,5+780.13,-1.576m,"1,324.923m",
13591,5+779.88,-0.435m,"1,324.955m",
13592,5+780.06,0.102m,"1,324.902m",
13593,5+779.99,1.131m,"1,325.013m",
13594,5+779.94,3.210m,"1,325.015m",
13595,5+780.17,5.846m,"1,325.126m",
13596,5+780.05,8.705m,"1,325.119m",
13597,5+780.03,11.337m,"1,325.327m",
13598,5+779.98,13.168m,"1,325.394m",
13599,5+780.06,14.676m,"1,325.498m",
13600,5+760.02,-14.845m,"1,325.841m",
13601,5+759.99,-12.379m,"1,325.698m",
13602,5+759.81,-10.768m,"1,325.816m",
13603,5+759.92,-9.172m,"1,326.131m",
13604,5+759.80,-8.396m,"1,326.213m",
13605,5+759.96,-4.770m,"1,326.136m",
13606,5+760.20,-1.827m,"1,326.289m",
13607,5+760.02,-1.171m,"1,326.245m",
13608,5+759.97,0.126m,"1,326.128m",
13609,5+759.88,1.362m,"1,326.110m",
13610,5+760.00,3.112m,"1,326.216m",
13611,5+760.12,5.262m,"1,326.247m",
13612,5+760.19,7.198m,"1,326.285m",
13613,5+759.95,9.304m,"1,326.399m",
13614,5+760.22,11.292m,"1,326.601m",
13615,5+759.97,13.091m,"1,326.623m",
13616,5+759.86,14.729m,"1,326.613m",
13617,5+740.12,-14.736m,"1,326.409m",
13618,5+740.27,-12.582m,"1,326.446m",
13619,5+740.22,-10.864m,"1,326.449m",
13620,5+740.24,-9.484m,"1,326.562m",
13621,5+740.16,-9.025m,"1,326.670m",
13622,5+740.04,-8.300m,"1,326.864m",
13623,5+740.16,-7.694m,"1,326.781m",
13624,5+739.93,-4.984m,"1,326.774m",
13625,5+740.04,-2.443m,"1,326.791m",
13626,5+740.10,-1.329m,"1,326.935m",
13627,5+739.95,0.194m,"1,326.628m",
13628,5+739.95,1.162m,"1,326.575m",
13629,5+739.99,2.227m,"1,326.628m",
13630,5+740.22,4.648m,"1,326.436m",
13631,5+739.97,7.188m,"1,326.443m",
13632,5+740.11,8.447m,"1,326.456m",
13633,5+740.10,10.988m,"1,326.577m",
13634,5+740.04,12.464m,"1,326.643m",
13635,5+740.03,13.794m,"1,326.880m",
13636,5+740.00,14.956m,"1,326.928m",
13637,5+720.01,-14.998m,"1,327.208m",
13638,5+720.10,-12.567m,"1,327.239m",
13639,5+720.08,-11.502m,"1,327.232m",
13640,5+720.08,-10.678m,"1,327.334m",
13641,5+720.04,-9.662m,"1,327.707m",
13642,5+719.86,-5.939m,"1,327.625m",
13643,5+720.01,-2.535m,"1,327.725m",
13644,5+720.02,-1.952m,"1,327.782m",
13645,5+720.08,-0.858m,"1,327.436m",
13646,5+720.00,-0.063m,"1,327.541m",
13647,5+720.10,1.835m,"1,327.577m",
13648,5+720.00,2.701m,"1,327.487m",
13649,5+720.19,5.501m,"1,327.496m",
13650,5+719.95,7.014m,"1,327.529m",
13651,5+719.87,9.046m,"1,327.576m",
13652,5+719.83,11.177m,"1,327.650m",
13653,5+719.95,13.657m,"1,327.710m",
13654,5+719.77,14.907m,"1,327.790m",
13655,5+700.11,-14.375m,"1,328.175m",
13656,5+700.00,-12.438m,"1,328.477m",
13657,5+700.02,-10.778m,"1,328.499m",
13658,5+700.30,-8.234m,"1,328.533m",
13659,5+700.10,-5.919m,"1,328.806m",
13660,5+700.03,-5.318m,"1,328.719m",
13661,5+699.94,-4.427m,"1,328.400m",
13662,5+699.84,-3.123m,"1,328.662m",
13663,5+699.96,-1.671m,"1,328.481m",
13664,5+699.96,-0.062m,"1,328.352m",
13665,5+700.06,2.777m,"1,328.377m",
13666,5+700.09,4.950m,"1,328.410m",
13667,5+699.98,7.057m,"1,328.398m",
13668,5+700.16,8.662m,"1,328.418m",
13669,5+699.99,10.275m,"1,328.488m",
13670,5+699.98,12.808m,"1,328.541m",
13671,5+700.02,14.861m,"1,328.666m",
13672,5+679.88,-14.986m,"1,329.473m",
13673,5+679.97,-13.241m,"1,329.484m",
13674,5+680.11,-11.976m,"1,329.516m",
13675,5+680.00,-11.307m,"1,329.730m",
13676,5+680.04,-10.350m,"1,329.376m",
13677,5+679.99,-9.185m,"1,329.460m",
13678,5+680.05,-8.348m,"1,329.497m",
13679,5+679.93,-6.019m,"1,329.289m",
13680,5+680.03,-4.395m,"1,329.251m",
13681,5+680.05,-2.855m,"1,329.201m",
13682,5+680.01,-1.297m,"1,329.218m",
13683,5+679.95,0.038m,"1,329.191m",
13684,5+680.18,1.679m,"1,329.200m",
13685,5+679.97,3.923m,"1,329.181m",
13686,5+680.08,6.061m,"1,329.195m",
13687,5+679.94,8.800m,"1,329.231m",
13688,5+680.09,10.920m,"1,329.279m",
13689,5+680.04,12.769m,"1,329.537m",
13690,5+679.96,13.540m,"1,329.600m",
13691,5+679.98,14.908m,"1,329.666m",
13692,5+640.12,-14.849m,"1,330.865m",
13693,5+639.93,-10.723m,"1,330.799m",
13694,5+639.91,-8.310m,"1,330.772m",
13695,5+640.07,-5.505m,"1,330.821m",
13696,5+640.07,-2.357m,"1,330.945m",
13697,5+640.12,-0.714m,"1,330.907m",
13698,5+640.11,0.090m,"1,331.007m",
13699,5+640.02,1.836m,"1,331.012m",
13700,5+639.99,3.736m,"1,331.054m",
13701,5+639.97,7.347m,"1,331.257m",
13702,5+640.21,11.212m,"1,331.386m",
13703,5+640.08,14.978m,"1,331.617m",
13704,5+599.94,-14.878m,"1,334.141m",
13705,5+599.77,-11.214m,"1,334.134m",
13706,5+599.89,-7.707m,"1,334.143m",
13707,5+599.99,-3.909m,"1,334.153m",
13708,5+600.00,-1.223m,"1,334.180m",
13709,5+599.98,0.044m,"1,334.216m",
13710,5+600.06,1.275m,"1,334.242m",
13711,5+600.14,3.191m,"1,334.325m",
13712,5+600.05,5.570m,"1,334.426m",
13713,5+600.00,8.274m,"1,334.598m",
13714,5+600.01,10.790m,"1,334.778m",
13715,5+600.05,13.065m,"1,334.945m",
13716,5+599.97,15.154m,"1,335.120m",
13717,5+599.91,-2.163m,"1,334.155m",
13718,5+559.95,-14.943m,"1,337.797m",
13719,5+560.09,-11.214m,"1,337.765m",
13720,5+560.14,-7.741m,"1,337.715m",
13721,5+560.06,-4.968m,"1,337.679m",
13722,5+559.97,-2.246m,"1,337.614m",
13723,5+560.02,-0.946m,"1,337.569m",
13724,5+560.08,0.063m,"1,337.564m",
13725,5+560.04,1.107m,"1,337.564m",
13726,5+559.93,2.973m,"1,337.620m",
13727,5+559.96,6.053m,"1,337.593m",
13728,5+560.06,8.653m,"1,337.573m",
13729,5+560.07,10.707m,"1,337.560m",
13730,5+559.94,12.813m,"1,337.563m",
13731,5+560.10,14.933m,"1,337.551m",
13732,5+519.83,-14.979m,"1,340.062m",
13733,5+519.84,-13.239m,"1,340.024m",
13734,5+519.93,-10.434m,"1,340.098m",
13735,5+519.84,-6.910m,"1,339.958m",
13736,5+519.78,-3.908m,"1,339.791m",
13737,5+519.84,-1.603m,"1,339.794m",
13738,5+520.01,0.005m,"1,339.787m",
13739,5+519.87,1.441m,"1,339.705m",
13740,5+519.87,3.768m,"1,339.692m",
13741,5+519.94,6.073m,"1,339.574m",
13742,5+520.05,8.508m,"1,339.589m",
13743,5+519.94,10.727m,"1,339.545m",
13744,5+520.07,12.575m,"1,339.596m",
13745,5+519.96,15.011m,"1,339.504m",
13746,5+480.00,-14.844m,"1,342.415m",
13747,5+479.93,-12.030m,"1,342.311m",
13748,5+479.94,-9.377m,"1,342.371m",
13749,5+479.96,-7.089m,"1,342.306m",
13750,5+480.06,-4.828m,"1,342.224m",
13751,5+479.96,-2.901m,"1,342.180m",
13752,5+479.98,-1.151m,"1,342.205m",
13753,5+480.05,-0.007m,"1,342.100m",
13754,5+480.14,1.406m,"1,342.083m",
13755,5+480.04,3.601m,"1,342.074m",
13756,5+479.96,5.339m,"1,342.083m",
13757,5+480.04,7.290m,"1,342.156m",
13758,5+479.99,10.011m,"1,342.083m",
13759,5+479.97,12.178m,"1,342.070m",
13760,5+479.97,14.925m,"1,341.998m",
13761,5+440.08,-14.934m,"1,344.845m",
13762,5+440.02,-12.585m,"1,344.826m",
13763,5+440.08,-10.280m,"1,344.791m",
13764,5+440.05,-6.996m,"1,344.733m",
13765,5+440.04,-3.646m,"1,344.595m",
13766,5+439.93,-1.427m,"1,344.566m",
13767,5+440.05,-0.014m,"1,344.529m",
13768,5+440.00,1.965m,"1,344.456m",
13769,5+440.00,4.292m,"1,344.593m",
13770,5+440.22,6.400m,"1,344.432m",
13771,5+440.09,8.772m,"1,344.435m",
13772,5+439.95,10.709m,"1,344.389m",
13773,5+439.98,13.101m,"1,344.263m",
13774,5+439.93,15.080m,"1,344.146m",
13775,5+399.94,-15.039m,"1,346.589m",
13776,5+399.94,-12.023m,"1,346.598m",
13777,5+399.86,-9.249m,"1,346.643m",
13778,5+399.98,-6.005m,"1,346.597m",
13779,5+400.04,-3.731m,"1,346.554m",
13780,5+399.90,-1.925m,"1,346.528m",
13781,5+399.95,-0.727m,"1,346.507m",
13782,5+400.04,0.053m,"1,346.562m",
13783,5+400.02,0.915m,"1,346.527m",
13784,5+399.94,2.249m,"1,346.514m",
13785,5+399.93,4.053m,"1,346.597m",
13786,5+400.01,6.502m,"1,346.660m",
13787,5+400.09,9.221m,"1,346.689m",
13788,5+400.00,11.457m,"1,346.730m",
13789,5+400.06,13.732m,"1,346.788m",
13790,5+399.94,15.080m,"1,346.885m",
13791,5+359.96,-14.754m,"1,345.352m",
13792,5+360.07,-13.126m,"1,345.426m",
13793,5+360.09,-12.547m,"1,345.614m",
13794,5+360.12,-11.295m,"1,346.117m",
13795,5+360.06,-7.403m,"1,347.922m",
13796,5+360.08,-4.980m,"1,348.533m",
13797,5+360.03,-3.431m,"1,348.809m",
13798,5+360.03,-1.721m,"1,348.930m",
13799,5+360.04,-0.779m,"1,348.978m",
13800,5+360.04,-0.011m,"1,349.051m",
13801,5+360.04,1.564m,"1,349.148m",
13802,5+360.11,3.340m,"1,349.264m",
13803,5+359.97,5.415m,"1,349.413m",
13804,5+359.95,7.718m,"1,349.629m",
13805,5+360.08,10.194m,"1,349.762m",
13806,5+359.92,12.094m,"1,349.857m",
13807,5+360.07,13.574m,"1,349.839m",
13808,5+360.00,15.082m,"1,349.944m",
13809,5+319.97,-14.624m,"1,344.036m",
13810,5+319.99,-13.321m,"1,344.844m",
13811,5+320.03,-12.590m,"1,345.515m",
13812,5+320.13,-11.489m,"1,346.044m",
13813,5+319.95,-10.047m,"1,346.557m",
13814,5+320.07,-8.777m,"1,346.719m",
13815,5+319.96,-7.748m,"1,346.846m",
13816,5+320.00,-7.409m,"1,346.815m",
13817,5+319.95,-7.144m,"1,346.547m",
13818,5+319.91,-6.847m,"1,345.996m",
13819,5+320.01,-6.562m,"1,345.399m",
13820,5+319.93,-6.286m,"1,345.269m",
13821,5+320.04,-5.047m,"1,344.611m",
13822,5+320.07,-3.819m,"1,344.399m",
13823,5+320.03,-2.812m,"1,344.264m",
13824,5+320.00,-2.060m,"1,344.018m",
13825,5+319.92,-1.466m,"1,343.778m",
13826,5+319.99,-0.958m,"1,343.520m",
13827,5+320.01,-0.185m,"1,343.241m",
13828,5+320.01,0.027m,"1,343.210m",
13829,5+319.99,2.019m,"1,343.089m",
13830,5+319.99,4.074m,"1,343.009m",
